customer_id,country,signup_date,device_type
C00735,Tunisia,2026-05-17,Web
C00736,France,2026-06-14,Web
C00737,France,2026-05-29,iOS
C00738,Italy,2026-06-18,Web
C00739,Germany,2026-06-04,Web
C00740,Tunisia,2026-01-11,iOS
C00741,Italy,2026-01-12,Android
C00742,France,2026-06-16,Web
C00743,Italy,2026-04-17,Web
C00744,United Kingdom,2026-01-08,Web
C00745,Germany,2026-05-20,Web
C00746,United Kingdom,2026-03-19,iOS
C00747,United Kingdom,2026-06-25,Android
C00748,Tunisia,2026-04-27,Web
C00749,France,2026-01-16,Android
C00750,United Kingdom,2026-04-17,Android
C00751,Germany,2026-02-22,Web
C00752,Germany,2026-02-06,Web
C00753,Germany,2026-03-23,Android
C00754,Germany,2026-02-03,Web
C00755,Tunisia,2026-05-24,Android
C00756,United Kingdom,2026-03-03,iOS
C00757,United Kingdom,2026-03-10,iOS
C00758,Tunisia,2026-02-06,iOS
C00759,United Kingdom,2026-03-16,Web
C00760,France,2026-04-18,iOS
C00761,Italy,2026-03-25,Web
C00762,France,2026-03-22,iOS
C00763,Italy,2026-05-08,Android
C00764,Germany,2026-05-08,Android
C00765,Tunisia,2026-01-06,Android
C00766,United Kingdom,2026-05-10,iOS
C00767,Italy,2026-02-25,Android
C00768,Tunisia,2026-01-13,Android
C00769,Italy,2026-05-07,Web
C00770,United Kingdom,2026-06-22,Android
C00771,Tunisia,2026-05-18,iOS
C00772,France,2026-04-21,Android
C00773,United Kingdom,2026-04-04,Android
C00774,United Kingdom,2026-01-12,iOS
C00775,Italy,2026-05-26,iOS
C00776,Italy,2026-04-03,Android
C00777,United Kingdom,2026-01-19,Web
C00778,Italy,2026-04-26,Android
C00779,Italy,2026-06-09,iOS
C00780,Tunisia,2026-02-02,Android
C00781,Germany,2026-04-06,Web
C00782,France,2026-04-04,iOS
C00783,Italy,2026-06-04,Android
C00784,Tunisia,2026-05-09,iOS
C00785,France,2026-01-10,Web
C00786,United Kingdom,2026-03-27,Web
C00787,France,2026-04-27,Web
C00788,France,2026-05-12,Android
C00789,Germany,2026-06-06,iOS
C00790,Italy,2026-04-11,Web
C00791,Italy,2026-03-18,Android
C00792,Italy,2026-05-10,Web
C00793,Italy,2026-05-06,Android
C00794,Tunisia,2026-05-02,Android
C00795,Tunisia,2026-03-26,Android
C00796,Germany,2026-05-30,Web
C00797,Tunisia,2026-06-26,Web
C00798,Germany,2026-05-02,Web
C00799,Italy,2026-05-29,iOS
C00800,Italy,2026-01-14,Android
C00801,Italy,2026-02-13,Web
C00802,United Kingdom,2026-06-08,iOS
C00803,France,2026-06-24,iOS
C00804,Tunisia,2026-05-27,iOS
C00805,United Kingdom,2026-01-05,Android
C00806,France,2026-04-18,Android
C00807,France,2026-06-26,Android
C00808,Italy,2026-05-09,Android
C00809,France,2026-01-16,Web
C00810,Italy,2026-02-23,Android
C00811,United Kingdom,2026-06-19,Web
C00812,Germany,2026-04-07,iOS
C00813,Italy,2026-04-28,Android
C00814,Germany,2026-05-20,Web
C00815,Germany,2026-06-24,Web
C00816,France,2026-05-04,iOS
C00817,Italy,2026-03-13,Android
C00818,Germany,2026-02-27,Android
C00819,France,2026-06-30,Web
C00820,United Kingdom,2026-06-30,Android
C00821,Germany,2026-05-03,Web
C00822,Germany,2026-03-12,iOS
C00823,Italy,2026-05-27,Android
C00824,Germany,2026-04-12,iOS
C00825,Tunisia,2026-03-16,Android
C00826,Germany,2026-01-21,Android
C00827,Germany,2026-06-17,Web
C00828,France,2026-05-03,iOS
C00829,Germany,2026-05-18,Web
C00830,Germany,2026-06-28,iOS
C00831,Italy,2026-01-28,Web
C00832,France,2026-05-31,iOS
C00833,Italy,2026-01-13,iOS
C00834,France,2026-06-13,iOS
C00835,United Kingdom,2026-01-26,Android
C00836,Tunisia,2026-05-01,Web
C00837,Tunisia,2026-02-05,Web
C00838,United Kingdom,2026-02-10,Web
C00839,United Kingdom,2026-05-02,Web
C00840,Germany,2026-02-21,Android
C00841,Tunisia,2026-03-15,iOS
C00842,Italy,2026-06-16,iOS
C00843,Tunisia,2026-05-17,iOS
C00844,France,2026-04-17,iOS
C00845,United Kingdom,2026-04-12,iOS
C00846,Tunisia,2026-03-16,iOS
C00847,Italy,2026-03-18,Web
C00848,Germany,2026-01-28,Android
C00849,Italy,2026-04-27,Web
C00850,France,2026-05-07,Web
C00851,Germany,2026-04-30,iOS
C00852,Germany,2026-01-29,iOS
C00853,Germany,2026-04-28,Web
C00854,Tunisia,2026-02-17,Web
C00855,Germany,2026-03-28,Web
C00856,France,2026-06-22,iOS
C00857,United Kingdom,2026-06-06,Android
C00858,Germany,2026-05-12,iOS
C00859,Tunisia,2026-04-13,iOS
C00860,United Kingdom,2026-02-05,Android
C00861,Tunisia,2026-03-05,Android
C00862,France,2026-04-09,Android
C00863,Germany,2026-03-10,Android
C00864,Italy,2026-05-30,iOS
C00865,Germany,2026-03-08,Web
C00866,Tunisia,2026-03-02,Web
C00867,United Kingdom,2026-01-31,Android
C00868,United Kingdom,2026-02-10,Web
C00869,Germany,2026-05-09,Web
C00870,Germany,2026-01-31,Android
C00871,France,2026-06-07,iOS
C00872,United Kingdom,2026-02-04,iOS
C00873,Italy,2026-04-27,Android
C00874,Italy,2026-04-17,Android
C00875,France,2026-05-18,iOS
C00876,Italy,2026-06-24,iOS
C00877,United Kingdom,2026-05-15,Web
C00878,Germany,2026-06-30,iOS
C00879,Tunisia,2026-05-25,iOS
C00880,Italy,2026-05-21,iOS
C00881,Italy,2026-05-27,iOS
C00882,Germany,2026-02-12,Web
C00883,Tunisia,2026-04-24,Web
C00884,Italy,2026-02-22,Android
C00885,Italy,2026-01-24,Android
C00886,United Kingdom,2026-01-15,iOS
C00887,United Kingdom,2026-05-12,Android
C00888,Tunisia,2026-05-25,Web
C00889,Germany,2026-04-29,Web
C00890,United Kingdom,2026-01-06,Android
C00891,France,2026-01-01,Web
C00892,Tunisia,2026-01-19,Android
C00893,Tunisia,2026-03-30,Web
C00894,Tunisia,2026-01-16,Android
C00895,Germany,2026-01-09,Android
C00896,France,2026-02-16,Web
C00897,United Kingdom,2026-06-15,Android
C00898,United Kingdom,2026-04-08,Android
C00899,Tunisia,2026-04-07,Web
C00900,Italy,2026-06-19,iOS
C00901,Germany,2026-06-17,iOS
C00902,Italy,2026-02-15,Android
C00903,France,2026-05-16,Web
C00904,Tunisia,2026-02-27,iOS
C00905,United Kingdom,2026-03-18,Web
C00906,United Kingdom,2026-05-20,Web
C00907,France,2026-04-08,iOS
C00908,Germany,2026-04-28,iOS
C00909,France,2026-03-12,Web
C00910,Tunisia,2026-01-29,Web
C00911,Italy,2026-04-18,iOS
C00912,France,2026-03-03,iOS
C00913,Italy,2026-01-26,iOS
C00914,Italy,2026-04-25,Web
C00915,Tunisia,2026-06-30,iOS
C00916,United Kingdom,2026-01-12,Android
C00917,Italy,2026-03-01,iOS
C00918,France,2026-01-15,Web
C00919,France,2026-03-16,Web
C00920,Germany,2026-05-28,Web
C00921,Germany,2026-06-03,iOS
C00922,France,2026-03-19,Web
C00923,France,2026-05-14,Android
C00924,Germany,2026-03-18,iOS
C00925,Italy,2026-05-23,Web
C00926,United Kingdom,2026-02-14,Web
C00927,Tunisia,2026-05-07,Android
C00928,United Kingdom,2026-06-14,Web
C00929,United Kingdom,2026-03-23,Android
C00930,Germany,2026-02-08,Android
C00931,Italy,2026-02-17,Android
C00932,France,2026-03-03,Android
C00933,United Kingdom,2026-02-06,iOS
C00934,United Kingdom,2026-05-24,Android
C00935,Italy,2026-05-23,iOS
C00936,France,2026-04-10,Android
C00937,Germany,2026-02-22,Web
C00938,United Kingdom,2026-01-21,Android
C00939,Italy,2026-01-24,Web
C00940,Tunisia,2026-02-18,Android
C00941,Italy,2026-04-07,Web
C00942,Tunisia,2026-01-11,iOS
C00943,Italy,2026-05-31,iOS
C00944,France,2026-05-03,Android
C00945,Tunisia,2026-03-19,iOS
C00946,Tunisia,2026-02-18,Web
C00947,France,2026-05-03,Web
C00948,France,2026-06-04,Android
C00949,Italy,2026-03-03,Android
C00950,United Kingdom,2026-03-14,Android
C00951,Germany,2026-05-17,Android
C00952,Germany,2026-03-08,Web
C00953,United Kingdom,2026-05-08,iOS
C00954,Germany,2026-05-01,iOS
C00955,Germany,2026-04-05,Android
C00956,Italy,2026-01-12,iOS
C00957,Tunisia,2026-02-07,Android
C00958,Italy,2026-05-22,Web
C00959,Germany,2026-04-17,iOS
C00960,Germany,2026-02-20,iOS
C00961,Italy,2026-04-08,iOS
C00962,Italy,2026-05-08,Web
C00963,Germany,2026-06-25,Android
C00964,United Kingdom,2026-05-06,Android
C00965,Germany,2026-02-13,iOS
C00966,Italy,2026-02-05,Android
C00967,Italy,2026-02-17,Web
C00968,Italy,2026-01-16,iOS
C00969,Tunisia,2026-01-20,iOS
C00970,France,2026-04-16,Web
C00971,Tunisia,2026-03-01,Web
C00972,Tunisia,2026-02-08,iOS
C00973,United Kingdom,2026-05-10,Android
C00974,Italy,2026-01-16,Web
C00975,Italy,2026-06-20,Android
C00976,United Kingdom,2026-06-18,iOS
C00977,Italy,2026-01-02,Web
C00978,Tunisia,2026-04-16,iOS
C00979,Germany,2026-05-16,Web
C00980,Tunisia,2026-03-15,Web
C00981,United Kingdom,2026-06-28,iOS
C00982,Tunisia,2026-01-28,Web
C00983,France,2026-02-08,iOS
C00984,Italy,2026-06-08,Android
C00985,Germany,2026-04-01,Android
C00986,Germany,2026-01-21,Android
C00987,Italy,2026-04-28,iOS
C00988,France,2026-06-28,Android
C00989,Tunisia,2026-06-25,Web
C00990,Tunisia,2026-06-16,iOS
C00991,United Kingdom,2026-04-14,Android
C00992,United Kingdom,2026-05-22,iOS
C00993,Tunisia,2026-06-13,Web
C00994,Tunisia,2026-02-13,Android
C00995,Germany,2026-04-22,Web
C00996,Italy,2026-01-25,iOS
C00997,France,2026-02-28,Web
C00998,United Kingdom,2026-05-26,Android
C00999,Tunisia,2026-01-12,Web
C01000,Italy,2026-03-13,Web
