order_id,customer_id,order_timestamp,product_id,quantity,unit_price,currency
O000410,C00898,2026-04-05T20:54:00,P004,1,33.69,GBP
O000411,C00585,2026-04-12T05:20:00,P005,1,84.34,GBP
O000412,C00609,2026-04-14T00:00:00,P005,4,89.81,GBP
O000413,C00783,2026-06-11T11:06:00,P004,2,35.02,GBP
O000414,C00797,2026-06-29T16:15:00,P002,4,148.94,GBP
O000415,C00254,2026-01-13T20:04:00,P004,2,34.68,GBP
O000416,C00889,2026-04-22T13:08:00,P004,4,31.68,GBP
O000417,C00674,2026-05-26T17:01:00,P005,3,95.58,GBP
O000418,C01000,2026-01-03T01:53:00,P003,3,23.88,GBP
O000419,C00678,2026-01-12T15:08:00,P002,2,153.01,GBP
O000420,C00968,2026-06-06T00:55:00,P001,4,72.27,GBP
O000421,C00627,2026-03-01T06:12:00,P002,2,147.13,GBP
O000422,C00460,2026-05-13T05:24:00,P003,2,23.94,GBP
O000423,C00017,2026-03-27T21:12:00,P003,3,25.84,GBP
O000424,C00436,2026-05-08T04:07:00,P001,3,79.33,GBP
O000425,C00209,2026-05-30T18:48:00,P004,3,32.64,GBP
O000426,C00567,2026-01-24T20:08:00,P005,1,89.28,GBP
O000427,C00519,2026-06-21T17:05:00,P003,3,22.53,GBP
O000428,C00729,2026-03-22T06:50:00,P005,3,95.5,GBP
O000429,C00201,2026-04-11T11:33:00,P005,2,92.27,GBP
O000430,C00448,2026-05-14T07:24:00,P005,1,98.01,GBP
O000431,C00788,2026-04-27T23:49:00,P001,2,77.58,GBP
O000432,C00873,2026-01-12T13:57:00,P005,2,88.47,GBP
O000433,C00067,2026-02-02T18:15:00,P001,2,77.07,GBP
O000434,C00567,2026-04-26T00:57:00,P002,3,149.5,GBP
O000435,C00230,2026-04-26T19:25:00,P005,1,94.87,GBP
O000436,C00296,2026-05-27T05:49:00,P003,4,22.91,GBP
O000437,C00106,2026-05-03T08:14:00,P001,4,85.92,GBP
O000438,C00706,2026-02-19T19:19:00,P001,3,85.25,GBP
O000439,C00544,2026-02-25T01:08:00,P004,2,35.4,GBP
O000440,C00882,2026-04-19T17:36:00,P001,2,78.76,GBP
O000441,C00204,2026-05-18T13:28:00,P004,4,33.84,GBP
O000442,C00048,2026-04-13T16:12:00,P004,3,34.09,GBP
O000443,C00578,2026-04-02T15:19:00,P002,3,157.04,GBP
O000444,C00298,2026-01-26T00:06:00,P003,4,27.21,GBP
O000445,C00493,2026-06-18T04:27:00,P003,3,27.38,GBP
O000446,C00041,2026-02-15T11:12:00,P005,1,92.71,GBP
O000447,C00027,2026-06-10T18:27:00,P003,4,26.52,GBP
O000448,C00155,2026-02-24T11:41:00,P004,3,35.02,GBP
O000449,C00804,2026-05-01T21:28:00,P002,1,136.38,GBP
O000450,C00157,2026-03-15T03:53:00,P001,1,84.68,GBP
O000451,C00379,2026-01-16T15:56:00,P003,1,25.39,GBP
O000452,C00416,2026-04-08T00:28:00,P005,4,93.07,GBP
O000453,C00785,2026-06-24T03:54:00,P001,3,77.48,GBP
O000454,C00645,2026-04-08T14:54:00,P001,3,75.69,GBP
O000455,C00018,2026-06-30T09:24:00,P004,3,36.13,GBP
O000456,C00047,2026-01-11T01:24:00,P003,3,24.17,GBP
O000457,C00035,2026-06-14T18:54:00,P005,4,83.47,GBP
O000458,C00024,2026-04-14T19:28:00,P005,4,93.26,GBP
O000459,C00318,2026-06-05T10:30:00,P005,4,85.35,GBP
O000460,C00665,2026-03-31T23:45:00,P005,2,98.01,GBP
O000461,C00808,2026-06-17T13:26:00,P002,4,151.86,GBP
O000462,C00300,2026-05-05T04:46:00,P002,3,144.12,GBP
O000463,C00790,2026-05-11T03:19:00,P004,2,31.76,GBP
O000464,C00242,2026-03-31T02:12:00,P003,2,26.85,GBP
O000465,C00267,2026-03-11T22:04:00,P005,4,92.34,GBP
O000466,C00412,2026-06-29T08:27:00,P005,1,81.62,GBP
O000467,C00748,2026-01-09T08:52:00,P003,1,23.55,GBP
O000468,C00280,2026-06-29T18:46:00,P005,4,95.37,GBP
O000469,C00508,2026-06-11T05:39:00,P003,1,23.01,GBP
O000470,C00704,2026-05-28T12:51:00,P001,1,83.81,GBP
O000471,C00579,2026-05-29T17:08:00,P004,4,32.97,GBP
O000472,C00845,2026-01-04T20:08:00,P005,4,98.42,GBP
O000473,C00993,2026-04-15T18:12:00,P005,1,82.84,GBP
O000474,C00236,2026-06-10T18:37:00,P003,1,24.39,GBP
O000475,C00696,2026-02-16T18:45:00,P001,1,77.83,GBP
O000476,C00391,2026-03-06T11:06:00,P003,4,27.13,GBP
O000477,C00158,2026-04-05T14:59:00,P002,3,138.34,GBP
O000478,C00225,2026-04-18T03:41:00,P002,4,148.23,GBP
O000479,C00405,2026-02-14T05:31:00,P005,4,87.37,GBP
O000480,C00811,2026-06-13T19:56:00,P003,3,24.93,GBP
O000481,C00039,2026-05-23T02:02:00,P005,4,92.65,GBP
O000482,C00123,2026-04-30T07:54:00,P002,3,137.68,GBP
O000483,C00793,2026-05-07T03:12:00,P004,3,31.75,GBP
O000484,C00177,2026-04-08T02:48:00,P003,3,26.66,GBP
O000485,C00459,2026-01-23T14:14:00,P003,3,22.68,GBP
O000486,C00269,2026-01-27T12:37:00,P002,3,147.89,GBP
O000487,C00992,2026-03-30T23:17:00,P005,2,94.31,GBP
O000488,C00614,2026-04-17T20:20:00,P003,3,26.13,GBP
O000489,C00264,2026-01-23T22:31:00,P005,1,95.36,GBP
O000490,C00856,2026-02-26T15:48:00,P005,4,81.79,GBP
O000491,C00849,2026-04-20T04:36:00,P001,2,81.64,GBP
O000492,C00455,2026-03-05T20:16:00,P004,2,38.01,GBP
O000493,C00320,2026-02-14T16:13:00,P004,4,31.51,GBP
O000494,C00289,2026-06-18T23:04:00,P001,3,76.97,GBP
O000495,C00866,2026-03-11T00:06:00,P002,1,148.05,GBP
O000496,C00195,2026-04-01T06:31:00,P003,3,23.27,GBP
O000497,C00350,2026-04-09T02:56:00,P005,4,84.54,GBP
O000498,C00738,2026-02-09T03:00:00,P002,1,150.99,GBP
O000499,C00884,2026-06-26T12:17:00,P003,1,22.85,GBP
O000500,C00590,2026-06-20T12:00:00,P003,3,27.14,GBP
O000501,C00792,2026-02-06T16:25:00,P003,4,22.52,GBP
O000502,C00925,2026-05-19T17:10:00,P001,3,80.16,GBP
O000503,C00663,2026-05-15T05:52:00,P001,4,79.01,GBP
O000504,C00074,2026-02-08T13:21:00,P002,1,141.16,GBP
O000505,C00709,2026-06-19T06:17:00,P005,1,84.8,GBP
O000506,C00751,2026-03-05T05:10:00,P004,4,34.78,GBP
O000507,C00254,2026-03-04T05:16:00,P004,4,32.37,GBP
O000508,C00938,2026-04-20T14:59:00,P003,3,24.66,GBP
O000509,C00934,2026-05-10T17:21:00,P001,3,81.28,GBP
O000510,C00781,2026-04-09T18:20:00,P004,4,35.97,GBP
O000511,C00771,2026-03-17T19:55:00,P002,3,164.26,GBP
O000512,C00275,2026-06-05T20:50:00,P002,2,158.61,GBP
O000513,C00428,2026-05-06T11:49:00,P004,4,32.59,GBP
O000514,C00419,2026-05-10T08:53:00,P005,1,98.34,GBP
O000515,C00932,2026-06-25T11:16:00,P002,4,147.12,GBP
O000516,C00920,2026-04-23T22:03:00,P005,2,84.76,GBP
O000517,C00033,2026-02-18T02:34:00,P004,2,32.35,GBP
O000518,C00896,2026-01-28T16:30:00,P004,3,35.67,GBP
O000519,C00250,2026-03-19T01:24:00,P002,2,151.63,GBP
O000520,C00194,2026-02-21T03:28:00,P003,1,26.47,GBP
O000521,C00525,2026-01-05T03:35:00,P004,1,34.31,GBP
O000522,C00162,2026-03-05T14:27:00,P002,1,151.12,GBP
O000523,C00893,2026-06-02T07:34:00,P005,3,90.5,GBP
O000524,C00978,2026-02-19T02:27:00,P001,2,77.65,GBP
O000525,C00577,2026-05-04T18:34:00,P001,2,77.74,GBP
O000526,C00267,2026-01-23T10:50:00,P005,1,95.45,GBP
O000527,C00690,2026-04-07T14:33:00,P001,2,79.99,GBP
O000528,C00242,2026-04-08T12:03:00,P001,1,76.63,GBP
O000529,C00974,2026-02-06T14:00:00,P002,3,159.28,GBP
O000530,C00884,2026-05-07T18:50:00,P005,3,83.36,GBP
O000531,C00108,2026-06-13T18:46:00,P002,4,161.05,GBP
O000532,C00985,2026-06-14T03:23:00,P002,4,145.11,GBP
O000533,C00129,2026-01-17T02:03:00,P005,1,86.19,GBP
O000534,C00331,2026-05-03T20:56:00,P005,1,89.93,GBP
O000535,C00405,2026-02-04T20:59:00,P005,4,82.15,GBP
O000536,C00658,2026-04-01T06:16:00,P004,4,35.21,GBP
O000537,C00956,2026-04-06T01:41:00,P005,1,84.85,GBP
O000538,C00782,2026-04-11T19:01:00,P002,1,138.4,GBP
O000539,C00454,2026-02-27T16:04:00,P002,4,136.61,GBP
O000540,C00085,2026-03-13T06:44:00,P005,1,81.31,GBP
O000541,C00618,2026-02-09T00:53:00,P001,4,77.45,GBP
O000542,C00182,2026-04-12T01:21:00,P004,2,31.54,GBP
O000543,C00668,2026-03-14T16:48:00,P003,3,25.06,GBP
O000544,C00915,2026-06-17T15:19:00,P005,2,90.41,GBP
O000545,C00065,2026-03-01T05:44:00,P004,1,33.09,GBP
O000546,C00912,2026-03-26T05:56:00,P002,2,152.87,GBP
O000547,C00178,2026-02-04T19:37:00,P004,2,36.18,GBP
O000548,C00988,2026-03-25T08:44:00,P001,2,73.78,GBP
O000549,C00564,2026-06-25T10:05:00,P004,3,36.89,GBP
O000550,C00299,2026-03-02T21:52:00,P001,4,80.08,GBP
O000551,C00807,2026-03-21T12:19:00,P005,1,85.82,GBP
O000552,C00059,2026-05-02T21:28:00,P005,3,84.12,GBP
O000553,C00772,2026-04-20T07:23:00,P004,2,34.37,GBP
O000554,C00490,2026-03-31T12:16:00,P003,3,25.73,GBP
O000555,C00852,2026-03-28T18:34:00,P002,3,151.18,GBP
O000556,C00040,2026-01-04T17:03:00,P004,1,38.27,GBP
O000557,C00750,2026-02-18T03:56:00,P004,1,37.02,GBP
O000558,C00646,2026-01-20T07:44:00,P003,1,27.45,GBP
O000559,C00290,2026-02-19T07:09:00,P002,3,138.29,GBP
O000560,C00690,2026-04-18T19:49:00,P004,1,33.34,GBP
O000561,C00050,2026-01-22T10:39:00,P004,2,31.71,GBP
O000562,C00944,2026-02-23T11:09:00,P002,4,135.21,GBP
O000563,C00171,2026-02-14T13:04:00,P001,2,82.97,GBP
O000564,C00080,2026-04-10T09:25:00,P002,4,157.81,GBP
O000565,C00858,2026-02-28T07:53:00,P001,3,78.06,GBP
O000566,C00054,2026-05-21T05:19:00,P002,1,138.15,GBP
O000567,C00487,2026-01-22T23:35:00,P004,3,32.34,GBP
O000568,C00325,2026-04-30T08:32:00,P001,1,77.34,GBP
O000569,C00619,2026-06-20T21:44:00,P005,1,87.51,GBP
O000570,C00613,2026-01-03T00:11:00,P003,4,24.56,GBP
O000571,C00818,2026-03-01T21:45:00,P003,4,23.28,GBP
O000572,C00232,2026-04-04T20:24:00,P003,4,22.93,GBP
O000573,C00245,2026-04-03T06:12:00,P003,1,23.04,GBP
O000574,C00154,2026-06-30T06:20:00,P005,4,95.09,GBP
O000575,C00491,2026-01-26T01:51:00,P004,4,34.39,GBP
O000576,C00023,2026-02-13T10:03:00,P005,2,84.01,GBP
O000577,C00376,2026-04-25T15:01:00,P004,3,33.5,GBP
O000578,C00594,2026-01-12T12:32:00,P004,3,32.09,GBP
O000579,C00197,2026-02-08T04:23:00,P004,4,37.54,GBP
O000580,C00711,2026-06-23T11:52:00,P002,1,146.8,GBP
O000581,C00324,2026-05-15T15:51:00,P005,1,92.23,GBP
O000582,C00411,2026-05-22T08:30:00,P001,1,79.63,GBP
O000583,C00325,2026-01-30T03:11:00,P001,3,76.12,GBP
O000584,C00119,2026-02-10T09:59:00,P005,3,86.6,GBP
O000585,C00909,2026-03-20T14:12:00,P004,2,33.01,GBP
O000586,C00455,2026-01-20T16:02:00,P003,1,22.95,GBP
O000587,C00699,2026-04-15T13:43:00,P005,3,86.77,GBP
O000588,C00671,2026-01-14T18:31:00,P003,1,24.87,GBP
O000589,C00197,2026-03-07T00:15:00,P001,1,82.38,GBP
O000590,C00956,2026-05-07T13:45:00,P001,4,79.37,GBP
O000591,C00107,2026-02-22T22:11:00,P001,2,73.8,GBP
O000592,C00463,2026-02-24T18:10:00,P002,1,160.7,GBP
O000593,C00466,2026-02-11T01:00:00,P002,4,163.93,GBP
O000594,C00602,2026-04-08T12:12:00,P004,1,33.31,GBP
O000595,C00066,2026-05-26T02:10:00,P003,2,23.94,GBP
O000596,C00800,2026-04-13T01:57:00,P004,2,35.36,GBP
O000597,C00873,2026-03-16T02:33:00,P001,3,78.73,GBP
O000598,C00211,2026-03-11T23:30:00,P002,1,144.08,GBP
O000599,C00857,2026-02-01T08:39:00,P004,3,33.71,GBP
O000600,C00675,2026-04-12T14:53:00,P002,2,143.23,GBP
O000601,C00130,2026-02-28T02:07:00,P004,3,37.75,GBP
O000602,C00130,2026-01-19T02:42:00,P004,3,37.93,GBP
O000603,C00410,2026-01-15T07:39:00,P005,3,95.51,GBP
O000604,C00101,2026-06-10T23:57:00,P003,2,25.56,GBP
O000605,C00286,2026-06-26T14:25:00,P004,1,33.72,GBP
O000606,C00866,2026-05-07T09:47:00,P004,2,33.29,GBP
O000607,C00780,2026-03-01T03:21:00,P004,3,36.75,GBP
O000608,C00595,2026-03-22T00:19:00,P004,3,31.73,GBP
O000609,C00662,2026-03-15T03:31:00,P001,2,83.05,GBP
O000610,C00488,2026-06-17T03:33:00,P002,3,154.25,GBP
O000611,C00657,2026-04-19T08:15:00,P001,1,84.1,GBP
O000612,C00970,2026-05-08T18:32:00,P005,1,96.25,GBP
O000613,C00655,2026-05-04T18:16:00,P004,3,35.53,GBP
O000614,C00464,2026-04-07T01:49:00,P001,2,80.91,GBP
O000615,C00015,2026-03-12T03:38:00,P003,3,25.66,GBP
O000616,C00655,2026-03-14T16:40:00,P003,2,26.68,GBP
O000617,C00244,2026-03-10T23:57:00,P002,4,146.12,GBP
O000618,C00255,2026-04-21T20:34:00,P004,4,31.73,GBP
O000619,C00515,2026-04-03T05:19:00,P003,1,26.67,GBP
O000620,C00682,2026-06-29T16:30:00,P003,1,22.73,GBP
O000621,C00815,2026-05-25T07:18:00,P004,1,31.62,GBP
O000622,C00531,2026-03-25T21:12:00,P004,4,35.39,GBP
O000623,C00276,2026-06-14T00:36:00,P005,1,87.44,GBP
O000624,C00336,2026-06-18T12:05:00,P001,4,81.57,GBP
O000625,C00944,2026-05-27T05:13:00,P005,3,82.2,GBP
O000626,C00458,2026-02-09T13:19:00,P004,4,35.03,GBP
O000627,C00970,2026-02-22T20:41:00,P005,2,92.42,GBP
O000628,C00295,2026-01-20T14:32:00,P001,3,73.44,GBP
O000629,C00883,2026-03-10T01:12:00,P004,4,32.73,GBP
O000630,C00526,2026-06-15T20:52:00,P001,1,80.16,GBP
O000631,C00404,2026-05-09T06:52:00,P001,2,84.18,GBP
O000632,C00984,2026-06-20T04:01:00,P004,3,38.04,GBP
O000633,C00618,2026-02-05T18:55:00,P002,2,158.34,GBP
O000634,C00215,2026-03-03T02:46:00,P002,4,144.87,GBP
O000635,C00511,2026-02-05T11:49:00,P001,2,85.18,GBP
O000636,C00532,2026-03-30T14:38:00,P001,4,78.78,GBP
O000637,C00717,2026-01-30T08:54:00,P001,2,75.02,GBP
O000638,C00509,2026-06-17T16:52:00,P002,3,139.31,GBP
O000639,C00667,2026-05-06T07:56:00,P004,2,37.53,GBP
O000640,C00930,2026-01-26T23:04:00,P003,1,26.1,GBP
O000641,C00624,2026-03-06T06:19:00,P001,2,79.02,GBP
O000642,C00918,2026-05-04T08:54:00,P001,4,77.9,GBP
O000643,C00068,2026-06-08T21:02:00,P003,1,23.21,GBP
O000644,C00881,2026-06-19T11:14:00,P005,3,83.44,GBP
O000645,C00232,2026-06-14T00:04:00,P005,4,87.54,GBP
O000646,C00507,2026-06-05T20:42:00,P002,2,146.85,GBP
O000647,C00501,2026-02-23T15:42:00,P005,2,87.26,GBP
O000648,C00228,2026-05-14T21:23:00,P001,1,78.75,GBP
O000649,C00131,2026-05-30T05:04:00,P001,1,75.82,GBP
O000650,C00105,2026-06-18T21:43:00,P001,2,75.82,GBP
O000651,C00052,2026-01-28T01:00:00,P004,3,33.79,GBP
O000652,C00969,2026-06-23T01:30:00,P002,4,161.04,GBP
O000653,C00998,2026-05-28T09:31:00,P005,3,95.97,GBP
O000654,C00729,2026-01-27T05:49:00,P002,2,139.17,GBP
O000655,C00186,2026-02-28T05:48:00,P001,2,80.91,GBP
O000656,C00537,2026-03-24T16:11:00,P001,3,87.05,GBP
O000657,C00213,2026-05-30T03:34:00,P002,3,149.39,GBP
O000658,C00576,2026-04-23T17:43:00,P002,2,149.38,GBP
O000659,C00127,2026-02-27T03:48:00,P004,2,37.2,GBP
O000660,C00144,2026-04-07T22:10:00,P001,2,80.24,GBP
O000661,C00458,2026-01-18T12:42:00,P001,1,81.98,GBP
O000662,C00948,2026-04-25T18:32:00,P003,2,23.84,GBP
O000663,C00554,2026-01-01T06:44:00,P004,4,35.96,GBP
O000664,C00910,2026-03-01T18:33:00,P001,2,73.52,GBP
O000665,C00457,2026-01-16T22:54:00,P003,4,25.36,GBP
O000666,C00174,2026-03-20T12:30:00,P003,4,24.03,GBP
O000667,C00877,2026-05-05T00:31:00,P001,2,77.12,GBP
O000668,C00941,2026-04-02T10:59:00,P005,2,90.33,GBP
O000669,C00940,2026-03-09T18:50:00,P001,1,82.66,GBP
O000670,C00684,2026-05-23T06:06:00,P005,2,92.72,GBP
O000671,C00530,2026-03-24T01:58:00,P002,3,156.86,GBP
O000672,C00504,2026-05-04T20:11:00,P005,3,94.74,GBP
O000673,C00528,2026-05-05T12:05:00,P002,3,148.92,GBP
O000674,C00437,2026-03-17T03:25:00,P003,2,26.91,GBP
O000675,C00222,2026-01-09T15:13:00,P001,4,78.09,GBP
O000676,C00698,2026-05-07T02:04:00,P004,2,32.98,GBP
O000677,C00093,2026-01-26T19:33:00,P001,1,83.49,GBP
O000678,C00107,2026-06-01T11:20:00,P003,1,26.21,GBP
O000679,C00610,2026-03-04T16:43:00,P002,2,156.78,GBP
O000680,C00262,2026-06-25T01:56:00,P002,1,149.62,GBP
O000681,C00996,2026-04-30T00:17:00,P002,2,149.56,GBP
O000682,C00029,2026-04-17T03:19:00,P005,1,91.44,GBP
O000683,C00918,2026-01-04T09:47:00,P003,1,25.08,GBP
O000684,C00489,2026-02-06T03:17:00,P004,3,32.77,GBP
O000685,C00460,2026-06-27T10:11:00,P002,3,143.95,GBP
O000686,C00955,2026-05-03T08:19:00,P002,3,145.8,GBP
O000687,C00063,2026-04-19T11:12:00,P002,1,152.26,GBP
O000688,C00344,2026-02-26T13:07:00,P004,1,35.86,GBP
O000689,C00133,2026-01-07T15:22:00,P002,1,162.18,GBP
O000690,C00637,2026-03-30T16:16:00,P005,1,95.62,GBP
O000691,C00868,2026-03-01T10:42:00,P003,1,22.55,GBP
O000692,C00583,2026-06-04T14:08:00,P005,3,96.46,GBP
O000693,C00285,2026-03-24T14:51:00,P003,4,27.25,GBP
O000694,C00762,2026-06-28T18:23:00,P001,4,85.18,GBP
O000695,C00270,2026-03-17T06:19:00,P001,3,87.5,GBP
O000696,C00057,2026-06-12T12:20:00,P001,3,87.57,GBP
O000697,C00946,2026-06-26T22:43:00,P003,3,24.59,GBP
O000698,C00010,2026-05-25T05:56:00,P001,4,73.86,GBP
O000699,C00662,2026-05-08T10:47:00,P005,2,94.24,GBP
O000700,C00037,2026-01-07T02:26:00,P002,1,161.52,GBP
O000701,C00311,2026-01-09T11:54:00,P005,4,81.93,GBP
O000702,C00020,2026-05-27T02:27:00,P003,3,26.41,GBP
O000703,C00977,2026-04-21T12:15:00,P003,1,25.09,GBP
O000704,C01000,2026-01-13T00:27:00,P001,1,86.22,GBP
O000705,C00024,2026-03-16T14:04:00,P003,3,26.74,GBP
O000706,C00639,2026-04-29T13:08:00,P005,3,95.24,GBP
O000707,C00750,2026-05-18T15:02:00,P003,4,23.34,GBP
O000708,C00020,2026-03-14T18:49:00,P005,3,91.88,GBP
O000709,C00406,2026-04-19T04:35:00,P003,1,24.71,GBP
O000710,C00086,2026-02-19T18:06:00,P001,3,83.14,GBP
O000711,C00757,2026-01-21T03:02:00,P005,1,83.01,GBP
O000712,C00812,2026-04-09T12:02:00,P002,3,155.43,GBP
O000713,C00062,2026-05-23T23:02:00,P001,3,77.88,GBP
O000714,C00617,2026-01-06T10:31:00,P002,1,138.26,GBP
O000715,C00450,2026-01-19T16:58:00,P003,4,22.85,GBP
O000716,C00701,2026-03-12T16:25:00,P004,4,37.49,GBP
O000717,C00900,2026-02-18T03:27:00,P001,2,83.04,GBP
O000718,C00796,2026-02-10T23:54:00,P002,4,138.64,GBP
O000719,C00412,2026-05-01T01:58:00,P002,4,145.86,GBP
O000720,C00103,2026-04-16T17:24:00,P003,3,27.09,GBP
O000721,C00389,2026-06-01T14:18:00,P003,2,24.32,GBP
O000722,C00258,2026-06-24T10:31:00,P001,2,87.05,GBP
O000723,C00190,2026-05-11T02:17:00,P001,2,85.69,GBP
O000724,C00885,2026-04-24T21:35:00,P002,3,143.15,GBP
O000725,C00786,2026-05-07T20:19:00,P002,4,158.42,GBP
O000726,C00767,2026-03-25T19:36:00,P001,3,83.47,GBP
O000727,C00938,2026-03-18T18:05:00,P005,1,98.85,GBP
O000728,C00911,2026-01-02T19:36:00,P003,3,24.41,GBP
O000729,C00919,2026-04-14T08:00:00,P005,3,83.77,GBP
O000730,C00574,2026-05-09T16:52:00,P005,4,81.32,GBP
O000731,C00770,2026-03-04T16:19:00,P004,4,36.15,GBP
O000732,C00429,2026-03-07T19:31:00,P004,4,37.97,GBP
O000733,C00544,2026-01-12T10:58:00,P002,2,143.22,GBP
O000734,C00360,2026-01-29T19:12:00,P001,4,85.67,GBP
O000735,C00126,2026-04-19T04:19:00,P005,3,91.28,GBP
O000736,C00453,2026-04-22T15:37:00,P004,4,34.47,GBP
O000737,C00772,2026-01-15T23:37:00,P005,1,82.46,GBP
O000738,C00616,2026-02-18T12:27:00,P002,3,146.41,GBP
O000739,C00130,2026-03-29T19:41:00,P005,4,84.78,GBP
O000740,C00446,2026-05-29T16:56:00,P001,3,80.49,GBP
O000741,C00431,2026-04-25T10:52:00,P005,3,83.09,GBP
O000742,C00867,2026-06-17T14:53:00,P002,4,158.88,GBP
O000743,C00497,2026-01-12T22:34:00,P003,4,26.77,GBP
O000744,C00489,2026-05-04T03:47:00,P003,4,22.66,GBP
O000745,C00867,2026-04-30T01:53:00,P002,1,164.07,GBP
O000746,C00714,2026-01-22T12:17:00,P003,3,27.3,GBP
O000747,C00633,2026-03-14T01:13:00,P005,3,93.45,GBP
O000748,C00470,2026-03-24T04:30:00,P003,2,24.44,GBP
O000749,C00503,2026-03-08T09:07:00,P005,3,85.83,GBP
O000750,C00751,2026-03-28T22:50:00,P004,4,34.22,GBP
O000751,C00216,2026-03-03T11:32:00,P003,1,27.35,GBP
O000752,C00726,2026-03-27T00:54:00,P005,2,97.16,GBP
O000753,C00800,2026-01-03T23:24:00,P004,4,32.61,GBP
O000754,C00134,2026-05-16T21:20:00,P002,3,149.23,GBP
O000755,C00689,2026-05-10T18:59:00,P004,3,31.91,GBP
O000756,C00862,2026-02-10T22:01:00,P004,1,37.21,GBP
O000757,C00241,2026-04-15T14:27:00,P005,2,90.72,GBP
O000758,C00797,2026-04-29T14:51:00,P003,2,23.81,GBP
O000759,C00657,2026-06-03T09:44:00,P002,1,155.75,GBP
O000760,C00058,2026-05-04T20:35:00,P004,4,37.1,GBP
O000761,C00364,2026-02-27T16:19:00,P004,4,37.58,GBP
O000762,C00698,2026-05-15T08:44:00,P002,1,143.34,GBP
O000763,C00431,2026-03-15T19:15:00,P001,4,81.37,GBP
O000764,C00198,2026-06-24T14:37:00,P005,4,87.0,GBP
O000765,C00823,2026-02-14T11:42:00,P005,1,84.16,GBP
O000766,C00102,2026-04-10T20:41:00,P001,4,77.57,GBP
O000767,C00543,2026-01-16T16:23:00,P005,2,90.16,GBP
O000768,C00055,2026-05-03T22:51:00,P001,1,72.33,GBP
O000769,C00202,2026-02-25T10:30:00,P005,2,81.32,GBP
O000770,C00970,2026-05-03T10:13:00,P002,4,140.33,GBP
O000771,C00588,2026-02-14T09:30:00,P005,1,86.06,GBP
O000772,C00093,2026-06-28T12:56:00,P005,1,92.49,GBP
O000773,C00121,2026-06-15T23:41:00,P002,3,152.16,GBP
O000774,C00431,2026-03-09T01:20:00,P002,1,137.04,GBP
O000775,C00556,2026-02-09T18:53:00,P004,1,38.44,GBP
O000776,C00270,2026-04-22T12:11:00,P005,1,87.27,GBP
O000777,C00670,2026-02-07T00:56:00,P002,1,159.78,GBP
O000778,C00377,2026-06-04T13:08:00,P004,3,36.25,GBP
O000779,C00158,2026-02-25T19:35:00,P003,2,26.62,GBP
O000780,C00739,2026-05-04T12:11:00,P003,3,26.92,GBP
O000781,C00395,2026-03-04T16:10:00,P004,3,33.18,GBP
O000782,C00055,2026-03-04T00:19:00,P002,4,161.22,GBP
O000783,C00810,2026-02-04T23:20:00,P001,2,87.92,GBP
O000784,C00834,2026-01-20T13:41:00,P002,3,145.72,GBP
O000785,C00361,2026-02-20T05:23:00,P004,2,34.59,GBP
O000786,C00285,2026-06-17T21:37:00,P003,2,25.87,GBP
O000787,C00708,2026-04-30T04:54:00,P004,4,38.17,GBP
O000788,C00781,2026-05-05T20:06:00,P002,3,157.0,GBP
O000789,C00882,2026-06-02T02:42:00,P002,4,160.64,GBP
O000790,C00454,2026-02-12T17:17:00,P004,4,34.85,GBP
O000791,C00808,2026-05-18T13:05:00,P005,3,82.49,GBP
O000792,C00019,2026-04-24T12:57:00,P002,4,152.89,GBP
O000793,C00322,2026-02-16T09:36:00,P001,4,83.89,GBP
O000794,C00226,2026-01-20T22:43:00,P005,1,81.89,GBP
O000795,C00293,2026-01-06T09:00:00,P001,1,83.26,GBP
O000796,C00472,2026-01-27T19:20:00,P001,3,74.15,GBP
O000797,C00256,2026-06-26T08:28:00,P004,2,31.88,GBP
O000798,C00433,2026-04-04T14:56:00,P005,3,97.61,GBP
O000799,C00636,2026-04-12T07:34:00,P003,1,24.08,GBP
O000800,C00597,2026-02-23T12:37:00,P002,1,162.07,GBP
O000801,C00032,2026-01-30T11:02:00,P005,4,86.43,GBP
O000802,C00454,2026-02-27T03:07:00,P002,1,149.3,GBP
O000803,C00742,2026-06-28T02:14:00,P004,2,33.42,GBP
O000804,C00095,2026-04-26T12:16:00,P004,4,38.15,GBP
O000805,C00239,2026-01-02T06:18:00,P001,4,83.28,GBP
O000806,C00219,2026-04-27T07:16:00,P002,4,160.0,GBP
O000807,C00831,2026-06-12T22:29:00,P001,1,73.33,GBP
O000808,C00101,2026-06-19T09:52:00,P005,2,84.08,GBP
O000809,C00079,2026-05-22T21:02:00,P002,2,162.57,GBP
O000810,C00973,2026-06-23T08:54:00,P001,4,87.71,GBP
O000811,C00080,2026-02-23T17:53:00,P004,4,33.83,GBP
O000812,C00949,2026-04-14T01:48:00,P002,3,162.46,GBP
O000813,C00876,2026-01-22T09:14:00,P002,1,145.23,GBP
O000814,C00855,2026-03-12T16:04:00,P001,1,73.02,GBP
O000815,C00806,2026-01-09T10:20:00,P003,3,22.75,GBP
O000816,C00765,2026-03-04T02:23:00,P001,3,81.14,GBP
O000817,C00626,2026-06-10T13:52:00,P001,2,85.28,GBP
O000818,C00494,2026-04-14T20:29:00,P002,3,158.95,GBP
O000819,C00816,2026-05-07T16:32:00,P005,1,88.86,GBP
